s_0,s_1,s_2,filters_0,filters_1,filters_2,filters_3,filters_4,filters_5,k_0,k_1,k_2,k_3,k_4,k_5,activation,activ_dense,dropout_0,dropout_1,dropout_2,dropout_3,dropout_4,dropout_5,dropout_6,lr,l2,dense_size_0,dense_size_1,max_pooling,stack_0,stack_1,stack_2,perf,time
2,1,1,140,215,246,392,534,249,2,1,1,2,4,5,relu,softmax,0.4740251561401268,0.8340422936485429,0.02846319399400519,0.6960552682436488,0.046856638006592746,0.03434786380578013,0.38684163015026235,0.00014120240336223795,0.007797088581250622,24,1688,True,2,2,2,0.12049999833106995,2895.9974665641785
4,1,1,414,576,28,42,586,209,2,2,3,3,4,6,relu,softmax,0.8549600088488905,0.7250751763781736,0.33979710524177154,0.7098198994439894,0.31630399170688045,0.15039840798819287,0.030063550447223,0.00965723227643809,0.006627092527718527,1310,1031,True,2,2,2,0.10130000114440918,2243.373726129532
4,3,1,297,34,246,349,246,372,6,3,6,3,7,5,relu,softmax,0.8840382825745131,0.6377612741876135,0.05621379560654694,0.03165429035264193,0.1515754700295369,0.6550730026864516,0.1653731958689267,0.0045967077786766095,0.0016106854724598303,1900,1014,True,2,2,2,0.10300000011920929,3092.5551373958588
4,1,3,139,240,83,533,35,221,2,7,3,5,6,6,relu,softmax,0.28923974646722594,0.03374878630312471,0.8260231081632232,0.12568670076532318,0.49660583756028864,0.24665604614451875,0.058682870038200094,0.007215328433323098,0.0005933782783509475,368,1018,True,2,2,2,0.45570001006126404,427.5190188884735
3,4,1,309,135,460,296,201,35,1,2,3,5,6,3,relu,softmax,0.46133670683131406,0.297547422964902,0.7744617328138347,0.4263894007633109,0.7196227839053616,0.5225619782365135,0.6957833965539846,0.004620674295815116,0.00038944238739235023,1887,506,True,2,2,2,0.34869998693466187,993.0723268985748
4,1,3,506,465,215,305,162,475,1,2,4,6,1,3,relu,softmax,0.6078224107615232,0.4940493212800223,0.003169730711076452,0.03602727646869801,0.18077408593384423,0.16741572858607717,0.22929036809190884,0.00369529045577073,0.007006847480101501,1846,785,True,2,2,2,0.10000000149011612,1090.911987543106
1,1,2,230,211,291,565,87,295,6,3,1,5,6,6,relu,softmax,0.15351263460208658,0.12261892405463763,0.5673645294231392,0.2711101609985709,0.016723461181401323,0.799779515999966,0.204218421511755,0.004261087634234783,0.002771029659705836,175,656,True,2,2,2,0.36419999599456787,3798.060234308243
4,3,3,242,369,553,121,246,289,3,6,2,3,3,2,relu,softmax,0.2744481245815178,0.32406534354072,0.3784897156850882,0.08898871594702865,0.038135315138184314,0.6065532647212304,0.48360596901052155,0.0010651142821647426,0.0011462927639431062,877,132,True,2,2,2,0.3125999867916107,855.7484037876129
4,3,4,170,560,206,12,182,56,4,1,5,5,7,2,relu,softmax,0.397898950549539,0.5897126837938639,0.30629226069432935,0.29031008737757524,0.3819962556329326,0.13101952710966452,0.7480267566022,0.0001859889063396619,0.0074361788923743635,1011,1934,True,2,2,2,0.1387999951839447,1211.6739225387573
2,1,1,446,324,248,134,76,523,3,2,6,2,7,1,relu,softmax,0.5118594602039274,0.40647849984805434,0.3914688461250317,0.10078455370858909,0.12695331072795366,0.7389725089163907,0.7972956049871942,0.004392984703029016,0.002780625780210005,45,1170,True,2,2,2,0.16009999811649323,2687.08403301239
4,4,1,231,276,194,542,561,388,6,2,5,7,5,5,relu,softmax,0.16313121298147884,0.5089893677685479,0.5735779707372277,0.6654787281201424,0.16295351392132806,0.8631067880171234,0.5748689432677512,0.007313047225699825,0.0031548602530790267,77,1722,True,2,2,2,0.10000000149011612,2182.719596862793
2,4,1,52,404,16,364,365,322,2,2,1,4,6,5,relu,softmax,0.2994123611474262,0.7482766455710608,0.24712233827276395,0.4914934662148817,0.1926142617853551,0.4279791141983578,0.2863645068057378,0.003059590373058285,0.0020927772053604674,253,1634,True,2,2,2,0.14270000159740448,432.5843312740326
4,2,2,535,304,582,110,364,481,5,1,7,2,4,6,relu,softmax,0.22566613608358901,0.8050860216280096,0.6435979012001442,0.5756020482013163,0.5973934248421688,0.3727863568686361,0.040110522889571724,0.0081536804906046,0.009890502025140399,1463,80,True,2,2,2,0.20839999616146088,4305.632926940918
1,2,3,408,224,392,551,152,170,1,7,5,4,6,5,relu,softmax,0.7172909194065393,0.4634866797854038,0.1176699581646704,0.19357217360383258,0.5906086290880219,0.3465432636439921,0.7528275077674574,0.004804765369698494,0.005893836162874659,996,435,True,2,2,2,0.14339999854564667,4389.519558191299
3,4,3,158,421,85,186,445,246,1,3,4,2,4,4,relu,softmax,0.38340646944406354,0.5802487068648905,0.15937205901512666,0.5044743611837319,0.8831956487416871,0.46648842053111805,0.8348751928881407,0.003216987907403488,0.007612462828957281,401,1816,True,2,2,2,0.10000000149011612,434.9931833744049
1,1,3,302,484,314,254,143,524,3,5,1,2,1,2,relu,softmax,0.23436501889697706,0.016620592574529948,0.49105216189979134,0.636114386052089,0.7113688242199304,0.17437310233299932,0.23558496460463096,0.006423715710905659,0.0010847112401114886,1484,1429,True,2,2,2,0.15809999406337738,2043.0937781333923
3,1,1,335,334,112,92,27,417,5,1,7,1,7,1,relu,softmax,0.22762809588260288,0.03644863701723072,0.3626065921651782,0.8416966769756858,0.010598467279354248,0.5291012438798842,0.45126181677100596,0.002137130245321186,0.0011381366469758619,902,1063,True,2,2,2,0.5320000052452087,1689.0758955478668
2,1,2,215,330,285,432,230,25,6,4,2,5,1,1,relu,softmax,0.8360527725480053,0.8196775239462051,0.6441116753455179,0.7962152928557448,0.2876900283485865,0.3430045823141945,0.5523448265469867,0.0022177715936611154,0.009615094136402245,801,1310,True,2,2,2,0.10000000149011612,1987.671127319336
4,3,3,474,569,313,90,15,512,5,6,5,5,1,5,relu,softmax,0.2112228327613964,0.1021233167672769,0.048084470574340205,0.5474717693915697,0.64382073771806,0.33553526218299295,0.6117114839829008,0.007997607559259866,1.6110235204314555e-05,1752,1592,True,2,2,2,0.19660000503063202,2294.873171567917
4,2,4,475,574,582,164,430,517,2,5,4,1,4,1,relu,softmax,0.044939737872184554,0.10400987338571654,0.06423959883030315,0.6845046983867754,0.43701472639306344,0.30860945329316825,0.37653783542970515,0.007553626715161118,0.0021879848203340668,1263,678,True,2,2,2,0.7114999890327454,3182.034220933914
2,1,2,517,163,373,11,138,448,4,6,1,7,3,6,relu,softmax,0.6143807948825402,0.22756005440528032,0.3527890818051351,0.5813443069789964,0.3928442495034433,0.22549894757742614,0.3010082237286235,0.0019938439524785734,0.008812889183857002,1396,174,True,2,2,2,0.12210000306367874,6872.212331771851
1,2,1,587,36,459,238,20,225,2,4,3,7,2,2,relu,softmax,0.34715118431779046,0.8132043377345167,0.21509553911423132,0.18586978330515633,0.8728390085090839,0.022513451524404402,0.707206077532875,0.0024292995092422983,0.006491770506241135,564,1983,True,2,2,2,0.10000000149011612,5624.090458154678
3,1,3,352,585,323,485,287,135,4,1,2,6,3,4,relu,softmax,0.24004042053918648,0.8702868463750535,0.1440750941970027,0.7085953804532812,0.8857486218852986,0.017921136351232648,0.629127682363745,0.0022309589100501207,0.0028680169042676405,1543,670,True,2,2,2,0.1777999997138977,3385.603061437607
4,1,1,454,388,452,569,49,380,4,5,4,2,5,4,relu,softmax,0.08952444309099634,0.34252454148088257,0.6924435380253907,0.6362228444789403,0.036135047954987516,0.49193937120488523,0.07945949088963881,0.005677725896393667,0.0019328828700265126,1459,365,True,2,2,2,0.7962999939918518,5445.513051748276
1,1,1,275,242,57,255,505,507,1,1,5,4,3,6,relu,softmax,0.5612671163080648,0.4335350372127268,0.3605980570156736,0.8875624186447095,0.7390130522696908,0.39148782829726186,0.6545659565908393,0.005014958397755834,0.005348300644305199,1310,779,True,2,2,2,0.12960000336170197,3258.457845687866
2,1,2,311,58,358,110,193,465,3,1,7,7,7,1,relu,softmax,0.73876976569215,0.24816391598631055,0.7168957331563082,0.2594029424844507,0.17490177522285813,0.8765422773382436,0.3254871785262401,0.006526668823519974,0.007194452173971105,63,1400,True,2,2,2,0.14489999413490295,3295.1720910072327
1,3,4,384,74,271,336,82,410,4,6,7,5,5,6,relu,softmax,0.8817227748747812,0.5828971504804088,0.825141794588158,0.5784712829422786,0.02988650553006184,0.8970863588619182,0.08906608199486456,0.0053955105487722525,0.0035860985773410593,1559,1058,True,2,2,2,0.10989999771118164,7997.199229955673
4,1,2,436,213,538,260,132,197,1,4,2,6,3,5,relu,softmax,0.8813358864291222,0.0797787909448752,0.8300085605461585,0.43221823975678936,0.561371783527132,0.7471663681262584,0.3244231216040385,1.8528437399658637e-05,0.0016511228933635512,57,1404,True,2,2,2,0.10440000146627426,1086.6862688064575
3,3,4,373,449,583,199,189,207,5,6,5,6,3,7,relu,softmax,0.03778503389189298,0.42397985480555483,0.3581637710506382,0.279139397509511,0.4062085392714361,0.3457809244915305,0.38910618655180007,0.009917945689326418,0.007558521057882964,1194,1571,True,2,2,2,0.31380000710487366,2512.3853254318237
3,4,3,262,542,549,550,246,560,3,3,5,1,7,5,relu,softmax,0.5223805450204745,0.06657612891198766,0.15750539590723808,0.8007254558575507,0.5478226882192418,0.8552561423129353,0.8988750434518413,0.007721343371566891,0.007622764249256859,1418,185,True,2,2,2,0.10000000149011612,1906.381855726242
3,2,3,173,62,324,126,496,181,2,4,5,1,5,5,relu,softmax,0.3198121840005101,0.5168475995275759,0.7497529165683796,0.6193056074961873,0.019057220945694616,0.3030417349510912,0.1300366821781789,0.0047650707180568646,0.00014149608660465695,517,1816,True,2,2,2,0.4860000014305115,1258.2647058963776
1,4,4,313,488,334,52,247,406,2,3,7,1,6,6,relu,softmax,0.5602680564127602,0.2835576963818734,0.48769673714686523,0.08212944472541679,0.6110540923983602,0.6525891660476968,0.8685288103026979,0.009753242391112301,0.00877281549561783,1595,593,True,2,2,2,0.10000000149011612,6534.451362133026
2,4,1,329,34,342,349,574,127,1,7,3,4,4,4,relu,softmax,0.6576887640449509,0.26917919968775367,0.4071422355792004,0.11490869481772499,0.7222954475720877,0.5089830339128826,0.8114280477326145,0.007241048531411222,0.0012406869615478738,1101,1927,True,2,2,2,0.2287999987602234,1344.2481520175934
4,4,1,295,257,307,494,323,15,4,2,6,6,6,1,relu,softmax,0.6416658044154179,0.8418086998344009,0.05839562531521818,0.17307062799073952,0.06168270357741336,0.7811958600631661,0.7133305181586114,0.0046245737411722675,0.008655102364900075,903,1216,True,2,2,2,0.10000000149011612,2922.5798478126526
3,3,3,380,391,558,441,362,398,7,7,7,4,2,7,relu,softmax,0.3940252001519835,0.49912705857534667,0.7198485103503709,0.5494594515758968,0.20229196629056095,0.5517506927622721,0.5654552303641015,0.007430738738867544,0.008223227346908028,1964,1754,True,2,2,2,0.27140000462532043,8387.984588623047
1,2,4,30,495,180,300,255,493,5,5,4,1,3,6,relu,softmax,0.38738541306008933,0.3685725370660398,0.33726417297195854,0.832977134188989,0.746038612774799,0.09810890087677986,0.09731993599586167,0.0019800869133376983,0.009140082768672377,1360,758,True,2,2,2,0.19979999959468842,1542.0638296604156
4,2,2,434,56,246,233,345,108,7,6,7,5,4,6,relu,softmax,0.8962708276960543,0.8075679567140799,0.018982383579078978,0.7727860345165787,0.8274874462065612,0.318199864824884,0.6475542945264388,0.004296436946875482,0.0010062387646600267,1247,907,True,2,2,2,0.1005999967455864,7605.842973470688
4,2,3,406,500,186,352,118,318,6,2,6,2,7,1,relu,softmax,0.36660735510372966,0.8989603560178963,0.5213022395044498,0.038051672122398746,0.5280834494742823,0.24712268038468022,0.029242865019084883,0.0026605874599460256,0.0018712061125609966,832,1067,True,2,2,2,0.3353999853134155,5912.415185451508
4,4,1,126,443,396,520,80,363,3,4,1,7,4,5,relu,softmax,0.8201117669401011,0.7385664478031989,0.11516366732837918,0.8981236418197148,0.23273321355528095,0.651787179478405,0.817232308353386,0.0035313224287046377,0.0022617671265403143,1313,1909,True,2,2,2,0.10000000149011612,388.7459466457367
3,2,1,98,458,292,447,515,477,3,7,4,2,4,5,relu,softmax,0.04093970139592019,0.5302849240784001,0.6497343536963408,0.6961695360259904,0.13484315927863252,0.3997487234905272,0.15918512225240317,0.007388113244957394,0.00661677969080194,1694,245,True,2,2,2,0.4219000041484833,1058.6433877944946
3,2,2,104,322,572,280,470,507,7,2,6,4,3,6,relu,softmax,0.20968266114811443,0.8149414748474182,0.03321359108680223,0.19782844275861178,0.27861932132088596,0.5551994959290357,0.4806961800603781,0.007795839017826705,0.007365013591184028,1818,421,True,2,2,2,0.2492000013589859,2178.8876972198486
4,3,2,345,397,260,335,60,532,5,1,4,7,7,7,relu,softmax,0.6094748793981531,0.4356402058156614,0.8804427547042293,0.7866946754216291,0.3231701104310457,0.04094743245963242,0.7610652138405158,0.007174023660467601,0.006709352039116241,941,496,True,2,2,2,0.10000000149011612,1656.621291399002
1,2,2,298,412,200,170,228,265,7,5,3,5,2,2,relu,softmax,0.33468038519863164,0.26892976964430637,0.7725218660826355,0.8987502982194384,0.5666808143968692,0.715628698853145,0.7035734554751589,0.006228608357100084,0.005249944237131538,995,1547,True,2,2,2,0.2304999977350235,3800.273155927658
3,2,2,507,401,202,119,533,574,4,4,6,6,2,4,relu,softmax,0.786047014092299,0.07561070305141789,0.6133766116376864,0.6121019274929652,0.6021753243758863,0.8481016220965839,0.7407805452309023,0.00409780185345079,0.0006662473891130609,106,1690,True,2,2,2,0.11640000343322754,6131.213261127472
4,2,1,416,40,546,210,382,459,2,1,6,2,4,2,relu,softmax,0.3850882846725436,0.08880065248576083,0.557187594813055,0.12933100961948793,0.47014071383748135,0.006507880103875941,0.284943547607898,0.0018920458942117027,0.0036863166178664796,1365,1539,True,2,2,2,0.19850000739097595,2940.2931609153748
3,1,4,133,385,216,418,489,109,2,4,4,1,4,1,relu,softmax,0.2121260460264952,0.8174336166238128,0.27854032645958837,0.8787721360134267,0.2531412057422234,0.8580927079238041,0.048199650356898494,0.004578035437872288,0.0024108244572337498,83,964,True,2,2,2,0.16249999403953552,1207.783055305481
4,4,2,336,31,523,125,526,588,5,4,4,7,3,2,relu,softmax,0.666276908632476,0.6930297215266779,0.872111977023065,0.6960786556327176,0.21902481110529853,0.03611451929388102,0.8868937915588505,0.0011274808639997614,0.0014501590032798123,1825,257,True,2,2,2,0.10130000114440918,2085.6703486442566
4,2,1,150,84,153,596,164,500,1,3,3,5,1,4,relu,softmax,0.7077327836916686,0.2250585820915528,0.37534968500152766,0.315429677384112,0.7729339350682244,0.1138987473974802,0.5090847376974859,0.005335102446006945,0.007580554923885717,1242,1949,True,2,2,2,0.10040000081062317,309.762855052948
2,1,4,298,222,458,279,532,71,2,1,1,7,3,1,relu,softmax,0.30641222148228975,0.2807812684737544,0.8153606292223468,0.526594057691502,0.19339190775248263,0.8001877274821885,0.8940248359407185,0.006319053728329177,0.009349615520690564,1508,1411,True,2,2,2,0.10000000149011612,1990.1305022239685
4,2,2,345,40,122,181,198,393,5,4,7,3,4,3,relu,softmax,0.05292582693000792,0.6563424725889117,0.2959674709352086,0.5881435039631022,0.2516421375272036,0.5136736601225705,0.6949395328016701,0.007538682587037747,0.0016598356339786442,560,465,True,2,2,2,0.7361000180244446,1484.2887971401215
3,1,1,212,310,81,510,91,170,7,3,5,3,7,2,relu,softmax,0.5959179926953354,0.14216015571586713,0.8137482739236279,0.20757887474881542,0.2622691256367575,0.7658171808726782,0.41262626445505,0.004798729369266175,0.006524587463615094,855,674,True,2,2,2,0.20970000326633453,1672.6145510673523
1,4,3,369,573,264,410,377,484,4,2,1,4,7,2,relu,softmax,0.5412425765367299,0.5489872437180963,0.5044305292213299,0.823227022211658,0.607000219819468,0.36336566636439616,0.7761437222680014,0.005594518817042449,0.00668844668286354,651,294,True,2,2,2,0.1590999960899353,4543.1903438568115
1,2,1,247,346,179,283,264,598,5,3,1,7,2,4,relu,softmax,0.8352085875096809,0.23502181871832503,0.3013779073295731,0.4178451355931429,0.8344580822140126,0.8112491572610233,0.08089955330777322,0.008655089377807314,0.009567034283357891,1887,82,True,2,2,2,0.10000000149011612,1537.5804188251495
1,1,3,274,423,85,159,335,509,2,4,5,3,7,2,relu,softmax,0.5171821171389489,0.07530623241196434,0.24598838966476114,0.26795488605418466,0.5046732689819152,0.2322469241941036,0.06567314792302023,0.001495506189792507,0.008226019601952288,54,1036,True,2,2,2,0.14890000224113464,5457.623524904251
3,2,2,247,111,317,37,207,109,7,1,4,7,4,7,relu,softmax,0.16296479857537682,0.4898176394817996,0.8554958292456613,0.5628616129160726,0.7352734357428838,0.5882081173834182,0.755435383475466,0.0036304823117148835,0.007483726793108153,885,1419,True,2,2,2,0.2321999967098236,2334.420703649521
2,2,2,333,588,389,256,93,287,3,3,2,7,3,2,relu,softmax,0.44221926775100406,0.7852202462774526,0.6408599586340397,0.5219699828617946,0.08011197015263186,0.6245959576292641,0.14978119173700277,0.0010409661209393021,0.007689604987840692,1557,333,True,2,2,2,0.10000000149011612,1616.40766787529
4,2,3,553,348,81,118,236,51,7,1,3,7,5,3,relu,softmax,0.8528870112564493,0.3318159946899918,0.00909126361564315,0.6202446169797402,0.8824864682251785,0.8690634942966049,0.14485170071206457,0.0006809062460043852,0.0013609342546393424,853,781,True,2,2,2,0.1298999935388565,11090.815158367157
3,3,4,582,281,39,377,193,558,1,4,2,2,3,6,relu,softmax,0.19157356535621284,0.07247409756677475,0.5056224494173975,0.012253819861646939,0.3707143488659668,0.06605488114664118,0.3647091523785713,0.00278341880119769,0.00433945231324987,108,268,True,2,2,2,0.11580000072717667,1091.6936874389648
1,1,4,187,537,594,381,556,431,6,7,5,5,2,4,relu,softmax,0.3138346188465194,0.3601405970197216,0.8046502108858031,0.4469664664187136,0.4898330758766832,0.8608487473181409,0.7980548775666588,0.0023673960154233196,0.008863751231452834,610,997,True,2,2,2,0.10000000149011612,9265.578513383865
2,2,4,539,77,396,598,64,127,6,5,5,4,4,2,relu,softmax,0.3997353405560855,0.5709996026521054,0.7449131896891145,0.38492934127549305,0.5770111073521309,0.8582154657294045,0.7556636500304461,0.007325080099556833,0.008292395775698748,1219,13,True,2,2,2,0.10000000149011612,10044.008442401886
4,1,3,37,211,454,326,171,391,7,2,2,7,5,3,relu,softmax,0.06471875779755987,0.644109242432037,0.35163838859379154,0.6894743384064079,0.40077084218996567,0.3114087116509191,0.40609035533707477,0.004676559696004463,0.007774512914816561,1243,671,True,2,2,2,0.23010000586509705,544.4256980419159
1,1,2,119,290,571,496,153,480,4,3,5,3,2,5,relu,softmax,0.196450351873219,0.1478253180901668,0.213125863156161,0.45228163873522303,0.24406729536222602,0.8528427754219339,0.41748406063374854,0.0023592041443840864,0.007324853424928085,774,1839,True,2,2,2,0.20399999618530273,5135.959714889526
4,1,4,231,16,584,207,213,65,1,5,7,6,7,7,relu,softmax,0.06918962437254554,0.7199041749288927,0.8327959951972087,0.7870012049416616,0.30758842449268353,0.2931980499978352,0.03158849921855784,0.008515836028196173,0.0014112789347379313,659,113,True,2,2,2,0.6592000126838684,1920.5500166416168
2,2,2,343,164,82,353,366,390,3,2,1,7,4,4,relu,softmax,0.4388437182602244,0.5205004091428467,0.6203098704292931,0.09620396874457737,0.7390012638620871,0.39196016965765884,0.06512293542263801,0.007907178727919831,0.0044968143532759745,1940,760,True,2,2,2,0.10859999805688858,1326.5943698883057
4,4,4,50,146,21,220,413,237,1,1,7,6,5,5,relu,softmax,0.586263808827238,0.4814189567229736,0.413417140730894,0.816868781691703,0.15109933218555088,0.008709543358497199,0.06599407374416769,0.007088949208163281,0.004305098080373337,1573,1011,True,2,2,2,0.10000000149011612,298.69655537605286
1,4,2,245,225,354,546,380,270,2,5,3,2,5,7,relu,softmax,0.8500396469819208,0.24563682556218783,0.15270327652023444,0.4355968353917826,0.631679165517526,0.2044798559514627,0.003701264372646066,0.006418459833347825,0.0018973962689324579,1448,1127,True,2,2,2,0.10920000076293945,2514.3785281181335
2,3,3,408,353,550,517,569,567,1,4,6,7,3,5,relu,softmax,0.638347717782715,0.478904699341965,0.4300945906396864,0.20115264788711346,0.635039154840945,0.17173663420676194,0.4975620879683316,0.0014947550633943507,0.005751344936647077,1140,280,True,2,2,2,0.1606999933719635,4270.722914457321
2,2,3,382,439,102,63,452,551,1,4,4,1,6,2,relu,softmax,0.7075665404516999,0.33926120501792806,0.0903397419105976,0.57040479779853,0.7921194167767432,0.7989792809374936,0.8618975506933277,0.00567035115822949,0.008907497458943366,1806,1547,True,2,2,2,0.10000000149011612,1530.7598135471344
1,3,4,77,173,150,54,112,158,1,7,6,5,5,5,relu,softmax,0.20104206033025376,0.029966661481618622,0.4525643111417155,0.28268826880566794,0.16244290243123874,0.6750781666130464,0.18401414909601474,0.00033877886157984325,0.0009812719350849835,110,793,True,2,2,2,0.15780000388622284,1579.4661509990692
3,2,3,52,41,447,424,588,401,1,5,7,5,4,7,relu,softmax,0.6737056015137524,0.8119992356834713,0.0447999792577521,0.4717051459888474,0.029561557821199003,0.42157390642647263,0.7967556933589194,0.0039273601882230304,0.007366534002599946,1799,1018,True,2,2,2,0.10779999941587448,2282.8149404525757
2,3,2,265,578,296,507,506,363,4,7,2,7,6,1,relu,softmax,0.09568417612344314,0.8160690678915727,0.8978853280345425,0.14771135449181533,0.04907975776486298,0.29676469912051967,0.4154986460934662,0.007950354313427225,0.002372475019368315,372,1085,True,2,2,2,0.612500011920929,3243.1740317344666
1,3,4,407,275,500,19,435,518,5,1,6,4,6,2,relu,softmax,0.3073998897496895,0.8633919208183473,0.7187537282009467,0.41269930884374534,0.17984683009802432,0.7299163890752878,0.1414726526228201,0.005399834205691369,0.006443791934189123,1458,441,True,2,2,2,0.3334999978542328,16387.92967772484
4,1,1,244,568,496,306,210,295,6,7,4,7,3,5,relu,softmax,0.1843470741557983,0.27128940636958465,0.18079165341513503,0.6968367689835219,0.6413230231431022,0.571460014669726,0.3485021991927135,0.002300896313573463,0.0036650583144582673,1979,1588,True,2,2,2,0.45080000162124634,2605.079247236252
2,2,2,582,319,369,456,126,118,5,1,4,5,6,7,relu,softmax,0.07801983825013614,0.7760278429559555,0.35147022275897777,0.4716699611315689,0.823335230028725,0.8760415424056478,0.2359548977288154,0.0024315547837563717,0.009891129125247802,1220,44,True,2,2,2,0.10000000149011612,4823.832520246506
