s_0,s_1,s_2,filters_0,filters_1,filters_2,filters_3,filters_4,filters_5,k_0,k_1,k_2,k_3,k_4,k_5,activation,activ_dense,dropout_0,dropout_1,dropout_2,dropout_3,dropout_4,dropout_5,dropout_6,lr,l2,dense_size_0,dense_size_1,max_pooling,stack_0,stack_1,stack_2,perf,time
4,3,4,270,318,350,358,296,258,4,6,5,6,4,6,relu,softmax,0.22391630438601945,0.2447426333253498,0.2377712174092273,0.3921822300000346,0.11365127133708884,0.38529045593571987,0.27458116419821,0.0076391283458697185,0.0026245056520058842,1499,625,True,2,2,2,0.7876999974250793,2453.5045664310455
3,2,2,302,382,395,392,343,317,3,3,4,5,4,3,relu,softmax,0.3307069716347944,0.3003268075595607,0.3564335038886738,0.38176554846330557,0.27399499613562517,0.17124067216682373,0.21958868849322252,0.0076193551915735855,0.002919467979833623,633,1082,True,2,2,2,0.541700005531311,1687.8530235290527
4,4,2,363,359,335,301,364,359,4,3,3,5,4,6,relu,softmax,0.22949552877818832,0.19966832921988517,0.2233968090469809,0.2808534240359053,0.39994154324014053,0.24789772873135957,0.1625483424862782,0.008491192991000736,0.0019870632231844283,1390,582,True,2,2,2,0.6930000185966492,3384.093875646591
2,2,2,359,308,350,359,325,291,5,3,3,4,5,6,relu,softmax,0.17772946161463338,0.20322992920892097,0.39714150170417706,0.21227934035522028,0.3282405015268306,0.235817627988982,0.3380034483582928,0.005960640734846361,0.002340974475125112,1276,1037,True,2,2,2,0.7504000067710876,2088.068833589554
2,3,3,295,301,366,347,273,262,3,3,6,3,6,5,relu,softmax,0.3387183144909515,0.22911778540482264,0.23615136437709416,0.3637979497047471,0.3687803488875707,0.17160666442938932,0.15977256357538547,0.007109280427422879,0.0006497617525084094,1403,1214,True,2,2,2,0.7013000249862671,2692.7708733081818
2,3,3,255,352,336,289,306,278,6,4,5,6,6,5,relu,softmax,0.3502766510755516,0.19125474328855485,0.2407043291658364,0.36214593288401575,0.11580199954890914,0.3667434885987356,0.16575530369569952,0.007261596007767754,0.0022979109544472237,1026,1077,True,2,2,2,0.6814000010490417,2789.0037338733673
2,4,4,365,367,325,366,365,368,3,4,4,5,4,4,relu,softmax,0.30812737610472263,0.2183887209718096,0.21174068167363252,0.23672074420254544,0.15311243231797192,0.29020023022479646,0.20924584573138166,0.005111591046071132,0.0012152194455124225,1092,894,True,2,2,2,0.7459999918937683,2636.463279724121
3,2,4,294,295,390,354,378,398,6,6,6,4,4,6,relu,softmax,0.14619230534970518,0.21304588184439127,0.28845478135310654,0.2641712283637851,0.1693527649412183,0.20314674737762575,0.28420935953459525,0.005175777850042085,0.0023305439001321533,668,620,True,2,2,2,0.788100004196167,3823.7648706436157
2,4,4,263,277,268,326,284,364,4,3,6,4,6,6,relu,softmax,0.14885397258372843,0.11270492424292429,0.26764517047549646,0.2633716274466503,0.16157017803409277,0.30859882193577015,0.32233211248890425,0.006335615463465697,0.0024430713000041446,1077,918,True,2,2,2,0.7559000253677368,3332.5604951381683
4,3,4,374,271,374,382,324,394,5,3,3,6,4,6,relu,softmax,0.2738832697684852,0.36314647011135837,0.3603242170245192,0.23532282154745793,0.104609875220417,0.22793314171429097,0.28185806122724216,0.008958931776439649,0.0023890192837544956,660,930,True,2,2,2,0.6990000009536743,1710.666264295578
2,2,3,287,376,394,364,267,313,3,3,6,4,3,4,relu,softmax,0.2207365534836909,0.3901047966396919,0.2833992259908559,0.3185695634899813,0.20349485370876352,0.3009847543009241,0.1773392986492378,0.007628459244573728,0.0011484499880529517,768,881,True,2,2,2,0.8137999773025513,2570.846136569977
4,2,4,308,302,391,315,375,380,6,5,6,3,6,5,relu,softmax,0.3035617732643128,0.2747655089153801,0.2658822244567757,0.3578080674258465,0.1304716430933984,0.20410840759769083,0.2614758239034297,0.006795054462984208,0.0021712829536695544,747,1122,True,2,2,2,0.720300018787384,3761.2898499965668
3,3,2,325,255,312,307,354,351,4,6,3,4,4,3,relu,softmax,0.18337660323080773,0.3670943368640954,0.2649965247597859,0.22402497255217263,0.1218046467522433,0.3142364582206917,0.31085524701880984,0.008393107984037862,0.001059770328852786,735,831,True,2,2,2,0.8197000026702881,3117.352218389511
2,4,4,335,333,274,336,325,287,3,5,5,3,5,3,relu,softmax,0.2790880860536584,0.18726391967326583,0.3146352890947372,0.3417788098478397,0.17797494215731713,0.19018616795669263,0.2983462809157279,0.00810769930462826,0.0025071659309938653,1046,1001,True,2,2,2,0.6625999808311462,1635.8979959487915
4,4,3,264,323,285,383,295,326,5,6,4,5,3,6,relu,softmax,0.19335773330631298,0.23490395526554722,0.34170543666306774,0.14848481821908924,0.18785068673807814,0.30385240682096665,0.19464676194466718,0.006040070834991343,0.0007868399031522867,1087,895,True,2,2,2,0.7706999778747559,1295.4629588127136
3,3,4,325,281,266,378,365,268,6,5,4,5,5,5,relu,softmax,0.3963947933260783,0.2993126232554687,0.3043413097217172,0.11139935119142265,0.2816587824673817,0.24543341802713411,0.13173367206822012,0.008326871560464121,0.0028916502210605335,1133,1284,True,2,2,2,0.6567000150680542,3591.357211828232
3,4,2,296,394,369,395,252,385,6,5,4,3,6,3,relu,softmax,0.2842130820917691,0.2530787938661948,0.23013532066221182,0.27798132789639773,0.17001863551852203,0.38237771925329433,0.2766383587540689,0.007918367965098018,0.0016443734184554983,898,551,True,2,2,2,0.7074999809265137,3207.7026138305664
2,3,2,263,265,372,376,280,338,5,3,4,5,6,6,relu,softmax,0.16742501145320726,0.15855238451200188,0.14962027135040773,0.33314835886167854,0.16869615559009354,0.2579926790575593,0.23546390829191696,0.0060459468735989935,0.0006642260733516168,558,995,True,2,2,2,0.807699978351593,2847.2466320991516
2,3,2,253,299,282,289,380,360,5,3,3,5,6,6,relu,softmax,0.35462574000065306,0.25345586723886215,0.31200631253816313,0.1578256031238137,0.30651901147807253,0.1817153737789869,0.3496186290262453,0.007053906780389736,0.002725246060469175,1398,1439,True,2,2,2,0.6916999816894531,1646.8736836910248
2,3,2,279,261,279,256,352,339,5,6,4,5,5,5,relu,softmax,0.25118973394761807,0.1609480115092627,0.12026645303670613,0.15142966134241542,0.3953143937855811,0.24056408493744172,0.3602036514106338,0.006241194232776982,0.00222982854918273,1332,632,True,2,2,2,0.7616000175476074,2352.1025478839874
3,2,3,383,338,341,361,314,300,4,4,4,5,5,5,relu,softmax,0.24887055216098536,0.3700831081383076,0.1967065280218529,0.29560438460173943,0.3124455063221804,0.33360239946824677,0.269177337376289,0.007802661010522181,0.0010686452761823016,1369,1333,True,2,2,2,0.7879999876022339,3994.8236207962036
3,3,2,279,274,281,265,298,291,4,5,5,4,3,6,relu,softmax,0.16803086600522998,0.2367647765272309,0.38597645671625036,0.35513587533513713,0.14356986072290315,0.10893423619627629,0.3800572938149892,0.00535610760192059,0.0008939758053911716,943,669,True,2,2,2,0.8059999942779541,2476.386594772339
4,3,3,311,280,277,366,293,301,6,5,6,4,5,6,relu,softmax,0.17352907525859085,0.3144166605428279,0.25641842087888056,0.30498298312671696,0.1808315472244275,0.27961700231701914,0.2331800949109338,0.0074601534757655664,0.00146672873659697,1023,1043,True,2,2,2,0.760699987411499,3139.789633512497
4,2,2,271,398,350,376,271,327,6,6,6,3,3,6,relu,softmax,0.3240240317537783,0.26880003419689996,0.12499077493353893,0.15567407103506664,0.16579845520927577,0.17735927609345348,0.26962101758515133,0.004125181681187219,0.0019518121653570144,621,891,True,2,2,2,0.7099999785423279,2650.2098484039307
4,4,4,328,300,344,355,254,319,4,3,3,6,6,6,relu,softmax,0.327491714053988,0.2952650455371609,0.15333950156957463,0.11537186234392742,0.3048884780626195,0.17532370720880364,0.24990107311871607,0.00854806898441456,0.0007872077276969723,1130,1048,True,2,2,2,0.6444000005722046,3012.3352966308594
2,2,4,277,398,343,252,315,390,3,3,3,6,4,6,relu,softmax,0.3129686300144361,0.11435967967183214,0.22235800767727404,0.31151035667899984,0.16806115489944826,0.3385861134391668,0.2892339199314796,0.004986029486155004,0.00278480549766576,1345,534,True,2,2,2,0.6743000149726868,1591.7507753372192
3,3,2,392,266,295,327,292,391,4,3,3,6,5,4,relu,softmax,0.2544302122226329,0.11916273515856654,0.2069253565473363,0.28032303970191785,0.26683466244616394,0.22139662537139998,0.22871439819163472,0.0072074373540279395,0.0009723213886217362,811,1279,True,2,2,2,0.7773000001907349,4212.88848567009
2,2,4,307,303,371,297,320,379,3,6,4,3,4,3,relu,softmax,0.2673294277294186,0.2954008317400617,0.14622271974192505,0.2939605296342198,0.15479548562313167,0.3251571942090247,0.20172628397880402,0.0040042684871870165,0.0009106914147556434,602,706,True,2,2,2,0.6502000093460083,2789.4134685993195
3,4,2,374,311,310,349,302,387,6,4,6,4,3,4,relu,softmax,0.343386656183812,0.1649329250235015,0.34087895241228294,0.21989154474818073,0.15667415693010864,0.3276959321330448,0.12726967044236437,0.005812053209066508,0.002370302000277316,981,683,True,2,2,2,0.6934999823570251,5067.525368452072
2,2,4,354,363,257,294,304,290,3,4,5,6,4,5,relu,softmax,0.3377505045584398,0.13913604615320826,0.3288058511363826,0.12050551445516988,0.10377778380024844,0.36946705564964866,0.2744017650796896,0.008909040113589135,0.0020082057986264713,1320,817,True,2,2,2,0.6746000051498413,1755.2580018043518
3,2,4,308,381,261,348,373,361,3,4,4,4,3,3,relu,softmax,0.12511723993267299,0.3319416018655833,0.12998107197058587,0.3643567710682928,0.19126135544050113,0.29631800944917247,0.24625068358608398,0.005592815490629947,0.002685274069295377,1469,1495,True,2,2,2,0.7336999773979187,1258.5875256061554
2,3,2,341,288,339,312,316,285,4,4,6,4,6,5,relu,softmax,0.35570960477861313,0.32696579801734493,0.283153949227648,0.20926066679485483,0.16297954950204535,0.3328455592316869,0.24592272969732598,0.005064629752413006,0.0007823164782221877,1311,1089,True,2,2,2,0.633400022983551,4638.148060798645
3,4,4,257,362,367,392,302,352,3,6,4,3,6,6,relu,softmax,0.20989094357870172,0.29363254995504895,0.38425689416537145,0.11238092421238656,0.3756558567649313,0.2827244965063041,0.34219429023071574,0.007862038610616209,0.002944999483903225,920,1137,True,2,2,2,0.6841999888420105,1517.950668811798
2,4,2,301,334,285,272,326,320,5,3,3,6,6,4,relu,softmax,0.15875177256827014,0.2455759763779681,0.33543229634883687,0.2456487673497618,0.20064298316826096,0.12470589710102745,0.2650886569549389,0.004805370890347343,0.002567442193052368,1344,776,True,2,2,2,0.7314000129699707,1799.5767965316772
2,3,4,371,380,264,332,291,343,5,5,6,3,3,4,relu,softmax,0.25802492496422436,0.26135134694479234,0.3342153987119567,0.194406692161398,0.24457227065080067,0.3905988739440214,0.3016446060797222,0.007974151308021635,0.0010912099648068855,782,861,True,2,2,2,0.7753000259399414,2659.6782007217407
4,2,2,261,263,343,334,318,394,5,4,6,5,4,4,relu,softmax,0.2151624860302833,0.24155289245128414,0.36065522554034923,0.22445439094294695,0.26039787002472553,0.10605847692529988,0.1475794017514127,0.008857385351351369,0.0017801961348441976,1394,1126,True,2,2,2,0.7777000069618225,1532.2984461784363
4,2,3,286,366,394,383,352,275,3,6,4,4,5,5,relu,softmax,0.15091402491847322,0.10286745584442059,0.1711394807149969,0.17050863613544012,0.22660157525371694,0.37611694945001106,0.36375547533372943,0.004794188476910078,0.002484162452589503,573,1342,True,2,2,2,0.7870000004768372,1566.6483867168427
3,4,4,374,278,293,293,260,281,5,4,5,3,6,3,relu,softmax,0.1461235095987358,0.139968024395306,0.16127942749990162,0.3300135023262153,0.18861310115218483,0.10641665400252394,0.3832523090516986,0.00514659475153827,0.0014146792578724392,501,743,True,2,2,2,0.7551000118255615,1955.377009153366
3,4,4,373,275,303,349,347,364,3,5,3,6,4,6,relu,softmax,0.2370683664947284,0.22326997149754196,0.2665027259424554,0.17303620359152974,0.11565549758990885,0.38176724085136204,0.15600969546315183,0.007912197047494374,0.002344809843697125,563,637,True,2,2,2,0.7196000218391418,1298.0802099704742
4,2,3,362,308,280,348,290,363,5,5,4,6,4,4,relu,softmax,0.1606819545226091,0.16418013484031418,0.10174113065288233,0.19028731466760174,0.32467529214355595,0.3382488126512829,0.160740262628725,0.007585597427661461,0.002176514524303364,1285,1082,True,2,2,2,0.7864999771118164,1839.787944316864
4,2,4,295,399,290,315,356,395,6,3,5,6,4,5,relu,softmax,0.30777321381907174,0.12795663579169386,0.3813376860360346,0.3480058911014354,0.3572517219871769,0.37200064438455716,0.22258149121697207,0.0060120924712849105,0.0010116338241158175,937,1323,True,2,2,2,0.7226999998092651,2900.5706803798676
3,2,4,327,376,307,330,306,349,4,5,4,4,4,5,relu,softmax,0.30867555229106325,0.31122990531923506,0.30480955143275107,0.21784231508576166,0.21845610232110352,0.17644528709331445,0.1470501099689089,0.007228453342247691,0.0014663946843287315,985,902,True,2,2,2,0.6875,3317.8395376205444
2,4,3,275,303,339,272,294,275,4,4,5,3,5,6,relu,softmax,0.23286115183176717,0.24734229074039865,0.30474371987105864,0.13047236327061443,0.1985056221432155,0.12258167230108116,0.12200822785507588,0.007193126995512128,0.0013829336555242636,1034,1201,True,2,2,2,0.7833999991416931,2968.256679058075
3,4,2,342,376,277,384,273,352,5,6,3,6,3,4,relu,softmax,0.18138057594495305,0.28448025337514427,0.3931563217397256,0.13339429644326506,0.163637619616582,0.24192836142981244,0.3905841446037789,0.008902244493181964,0.0005239042821261956,1084,1096,True,2,2,2,0.8277000188827515,1529.264829158783
4,3,4,252,262,324,384,388,386,6,6,3,4,6,5,relu,softmax,0.32603491307263166,0.17374115688335978,0.3021596181759065,0.11296598117648717,0.35134771597708025,0.15088722790947173,0.30920742005013124,0.007583623913407252,0.0006987293708817187,1054,886,True,2,2,2,0.6955999732017517,2381.738460302353
4,4,4,331,395,325,260,365,312,3,5,3,4,4,4,relu,softmax,0.30121585771211445,0.17089780528283738,0.2315142691422795,0.10505886102463133,0.1454831913791428,0.12762414793708593,0.17192325188147756,0.00513169139218743,0.0015557846946400806,788,950,True,2,2,2,0.5473999977111816,1137.120944738388
2,3,4,275,265,352,365,319,342,6,4,5,3,3,4,relu,softmax,0.27626853164493953,0.20606465626130116,0.2447354411143353,0.279204790293356,0.24173863417446717,0.3094939971821681,0.2301090799320879,0.004941964912017869,0.0014199991536202401,911,1261,True,2,2,2,0.7171000242233276,2986.3626799583435
3,4,3,350,373,293,271,395,378,5,3,3,6,6,6,relu,softmax,0.15952021877371492,0.2417380986561843,0.24748400345209923,0.10553026291022259,0.14438642163219123,0.21344644556822254,0.30511920805316173,0.007539460153489665,0.002813628980696333,1272,527,True,2,2,2,0.7289000153541565,1951.9678266048431
2,4,4,283,388,398,381,265,319,3,5,4,6,3,6,relu,softmax,0.3610987103662283,0.3327584315975956,0.1251968504167477,0.3670927593323693,0.2415301453449471,0.3231586434657996,0.14201176937930565,0.005329912696899709,0.0015682042703183193,1098,741,True,2,2,2,0.4997999966144562,2494.696346759796
4,3,4,270,264,342,293,273,356,5,3,5,3,3,5,relu,softmax,0.3781794610620959,0.12717560726383054,0.13402822802375247,0.10995224732673214,0.13135226879281725,0.1628259450400843,0.3910229856730003,0.007766887726231841,0.0019286214143701967,1114,1192,True,2,2,2,0.692799985408783,1297.347454071045
4,3,3,255,294,287,367,365,390,5,5,6,4,6,6,relu,softmax,0.16734415036981853,0.12053595082781282,0.2444481035648183,0.15078586308183684,0.31883319649796493,0.1712697530150455,0.20274176687074869,0.008381530148333968,0.0024001180149024436,1239,911,True,2,2,2,0.7570000290870667,1503.1896557807922
2,3,3,399,360,367,328,284,319,5,6,3,5,4,5,relu,softmax,0.3315429328809987,0.36946875794884904,0.2001144545427379,0.3976115421335784,0.13084984481924722,0.11589187181383026,0.3566807881162085,0.007519929609323316,0.0024948669272310564,587,693,True,2,2,2,0.6079999804496765,2395.778422832489
3,3,2,347,304,278,357,325,324,5,3,6,6,6,4,relu,softmax,0.1300054270072967,0.3075730079858686,0.10871197066276582,0.2853221501874994,0.1422123492476723,0.38354843715336917,0.3799282219329563,0.008787452655106106,0.0011333709111821476,1148,1498,True,2,2,2,0.8015000224113464,2248.486347913742
2,2,3,396,276,318,346,324,310,4,3,3,6,4,4,relu,softmax,0.20554806912604345,0.16977839108915516,0.28506573497824483,0.25270065506102146,0.3974793326589956,0.3949647959961238,0.29050736984248293,0.005897968219112199,0.0014386278001430313,976,1174,True,2,2,2,0.7771000266075134,4691.0060567855835
4,4,3,346,388,378,310,394,269,3,4,3,3,4,4,relu,softmax,0.3511719998546379,0.1200391231786516,0.38270305230140733,0.39589505268160397,0.12657045214752405,0.1873817566767211,0.21172019981060686,0.006024985194384738,0.0019016073128649653,1373,1481,True,2,2,2,0.4474000036716461,1240.3592102527618
3,2,4,336,274,254,261,349,371,5,6,6,3,5,3,relu,softmax,0.3240164805052187,0.13295792711582005,0.22740504750908813,0.10533554237874504,0.11006775449417534,0.2448860089649997,0.18945918944527884,0.00458122876344969,0.000528890702535464,823,897,True,2,2,2,0.6266000270843506,2005.4642205238342
2,3,3,257,363,324,291,291,358,5,3,5,4,5,6,relu,softmax,0.22731303010416348,0.26279778464097037,0.21172710885250212,0.33697351006684156,0.11179584630054198,0.2295302614595674,0.2146767743969214,0.005710383979855353,0.002315452805000038,821,1482,True,2,2,2,0.7421000003814697,1724.1734313964844
2,2,3,383,303,358,372,353,355,3,5,5,5,6,3,relu,softmax,0.3535321897016237,0.2806462918379363,0.23617988852289715,0.22238061131628895,0.249173644056869,0.11213164936379841,0.36783800692619806,0.00819199544243346,0.0022478470742519976,738,832,True,2,2,2,0.5684999823570251,2163.522745370865
3,4,2,376,369,366,275,358,353,5,4,4,3,3,3,relu,softmax,0.16765093075628879,0.2843263894669089,0.10840159584173753,0.3795365629153523,0.25689619245751294,0.1129669454253337,0.20274999790244125,0.006293142437157329,0.0025455932175480747,552,699,True,2,2,2,0.722100019454956,1978.747290611267
4,2,3,284,393,347,267,334,305,4,6,5,4,5,3,relu,softmax,0.1685255370495808,0.2269043338725288,0.2672035194149401,0.36657774838698765,0.197821150698137,0.14006747975904507,0.24678166776928248,0.004913194878508992,0.0006465738977465387,846,1018,True,2,2,2,0.7990999817848206,2721.254224061966
2,3,4,315,280,301,365,269,277,6,6,4,3,4,6,relu,softmax,0.3877131990614223,0.25072083804403805,0.37509362470555085,0.3120295845584894,0.31673002690672397,0.12551308639182135,0.16599733806907924,0.005762423637990309,0.0010635052869220007,682,912,True,2,2,2,0.5737000107765198,4200.0574016571045
4,3,3,293,258,325,361,288,282,6,3,3,3,6,4,relu,softmax,0.15201194702725246,0.20226296187518095,0.22254621666468202,0.20461084325289353,0.32909410975696596,0.1290854177880144,0.20536510589154644,0.004743120652349525,0.0019367730071689383,615,809,True,2,2,2,0.7056000232696533,2955.674120426178
3,2,2,390,381,383,268,373,300,4,6,6,6,4,6,relu,softmax,0.35401021700512036,0.1474183900874948,0.1064925383824707,0.33546741839915506,0.1224389943990818,0.3965574001977765,0.3024389288804668,0.006359545549572937,0.0006624756508469211,1062,760,True,2,2,2,0.5597000122070312,5078.708092689514
4,4,2,300,381,325,276,277,356,4,4,5,5,3,3,relu,softmax,0.3003580666719042,0.3335659076555627,0.33284182110745664,0.2605221249337644,0.3392466933139052,0.27874225971699096,0.19436382928100732,0.004328883517055723,0.0029652462837004975,1105,520,True,2,2,2,0.6396999955177307,2719.7642855644226
2,3,2,324,324,264,334,288,324,3,6,5,6,6,5,relu,softmax,0.12305483855837027,0.21788333181200797,0.30097790264839697,0.2409669724124319,0.21511665241583636,0.13574711366213946,0.1734817137080969,0.005041488615423459,0.0029645377645337893,704,1218,True,2,2,2,0.8278999924659729,1709.610765695572
2,3,4,287,342,350,275,265,352,3,4,5,3,4,3,relu,softmax,0.2683330326305202,0.26005257584035407,0.3470359161277963,0.3945181652144978,0.2233127696262792,0.32901720353240793,0.12992890121144007,0.007817089071103359,0.0019736080515106225,1460,898,True,2,2,2,0.6359000205993652,1646.9853203296661
4,2,2,368,281,386,314,353,268,6,4,6,3,4,4,relu,softmax,0.2925059523924399,0.31509307031916317,0.27478028103534985,0.1429930108826832,0.23362162857335048,0.20652842990895698,0.24869840321052653,0.008717136831251415,0.0025769021670330665,991,1103,True,2,2,2,0.715499997138977,5109.336049556732
2,3,4,342,376,383,291,342,304,5,4,6,6,5,3,relu,softmax,0.2702317753793419,0.1854904832731935,0.2133964348629885,0.344686531312116,0.1537629548683077,0.12466047684458012,0.1985073355399058,0.0053610940041988785,0.0016120074775915825,610,845,True,2,2,2,0.7491000294685364,3256.4957773685455
4,4,4,278,305,336,320,271,369,3,4,6,4,3,5,relu,softmax,0.26724236469269613,0.29318269160077315,0.2838564321890092,0.31575896815409643,0.2928410526348628,0.25592274593118025,0.304539043385316,0.007290987041066833,0.0018670050647862806,840,1062,True,2,2,2,0.695900022983551,1195.8428606987
4,2,2,291,259,271,344,294,389,5,6,4,4,5,3,relu,softmax,0.33291741059581786,0.2787780436350202,0.29330971014777024,0.32725294684555184,0.13539369983110772,0.34996283707307874,0.31168594125404325,0.00451599905952918,0.0024218230700302035,898,778,True,2,2,2,0.6740000247955322,1581.2267200946808
2,4,3,380,281,338,263,389,392,4,3,4,3,3,5,relu,softmax,0.1026444499883418,0.3148382921430213,0.203331486528553,0.3359957548229041,0.2016808659811079,0.34580012568965834,0.1392094761244939,0.006286304022959103,0.0011008069212296672,916,863,True,2,2,2,0.7829999923706055,4792.940779685974
4,4,3,304,396,320,358,264,319,3,3,6,4,6,3,relu,softmax,0.3014928764364836,0.21674938495404403,0.24634404454227973,0.3969602452113681,0.1641768611499153,0.22535685595663946,0.1875469562721902,0.005459548068951718,0.00270788246592958,752,965,True,2,2,2,0.3763999938964844,1402.2393352985382
3,2,4,326,314,353,297,363,301,5,5,5,3,3,5,relu,softmax,0.23484458955562845,0.17250136779178032,0.10042546604017465,0.267989244143753,0.27719656798259235,0.3916146894327144,0.20844350022828267,0.004620800932739054,0.0007560328078169963,778,925,True,2,2,2,0.7635999917984009,1834.9348866939545
3,2,4,298,382,366,393,361,305,3,5,6,3,6,4,relu,softmax,0.23710069281308221,0.22004364018536776,0.2778556014676665,0.24738028854700025,0.19104526256546825,0.26771838632957556,0.3008495729652084,0.005422101619518957,0.0006403289700526809,550,718,True,2,2,2,0.7682999968528748,2189.7662885189056
2,3,4,267,322,276,366,295,379,4,4,4,4,6,3,relu,softmax,0.3994909467201876,0.1544461374576096,0.13611488943238592,0.14307323903457858,0.29830811747031016,0.29843225153523245,0.35437724868352327,0.00788299241098344,0.0011982187394854143,896,1464,True,2,2,2,0.5156000256538391,3451.9404978752136
3,4,2,357,269,391,308,277,293,4,5,3,6,3,3,relu,softmax,0.29427354724205773,0.38988287556921886,0.2531126219886587,0.3960630540825162,0.19067481847395926,0.1092604397627383,0.14969895024292384,0.008653696981812063,0.002205717804409244,1026,593,True,2,2,2,0.6676999926567078,3404.750764608383
3,3,4,342,308,252,353,386,338,5,5,5,6,4,5,relu,softmax,0.12098320304158938,0.225731525886012,0.27490194490136544,0.14412097136510305,0.32962966502343155,0.3232705775311717,0.3710023041120385,0.008396245215388922,0.0020505751313368904,1421,742,True,2,2,2,0.8328999876976013,1784.084685087204
2,3,3,255,266,289,266,388,350,5,3,4,6,6,5,relu,softmax,0.2732025175589111,0.36692060043491703,0.31009190616514215,0.16050998878930764,0.22892361432270003,0.24821286008072002,0.1165652880251217,0.006665216439442916,0.002394533264235665,1456,651,True,2,2,2,0.732200026512146,2474.3778841495514
3,4,3,341,341,373,304,260,362,3,6,6,6,6,4,relu,softmax,0.329533453131955,0.32920378769971625,0.1877336382992188,0.12441709498989488,0.10342980300166121,0.22823515997274568,0.2231012783007313,0.0064484502108044075,0.0026030353637776327,857,650,True,2,2,2,0.5849999785423279,2082.708899974823
2,4,3,324,330,315,269,372,359,4,3,3,5,5,6,relu,softmax,0.2185374654323702,0.19490017275656568,0.1291162392950133,0.22979803230721507,0.20143473149786884,0.13678576613723153,0.1888351391835727,0.006892558962047227,0.0008384061544006445,676,827,True,2,2,2,0.7964000105857849,3325.3715858459473
3,4,3,354,270,251,372,338,377,4,5,5,4,6,4,relu,softmax,0.13004298632150535,0.3422496194969983,0.14057194839541678,0.27861200996466806,0.2028221240766538,0.16779351539655507,0.29184053184763115,0.007534984818152091,0.0011408543208681447,847,616,True,2,2,2,0.8216000199317932,3663.9065687656403
2,3,4,269,372,393,346,308,268,6,3,6,5,3,5,relu,softmax,0.3330494108344866,0.21142507359796966,0.11181704886690601,0.2089738535686532,0.2831928252764935,0.13577505030443998,0.37721034772907647,0.007873617146103006,0.0006384478353698948,1327,1214,True,2,2,2,0.7024000287055969,3938.0304856300354
4,2,3,272,317,350,373,319,272,6,5,5,3,5,6,relu,softmax,0.38639125400801677,0.13857317823906357,0.3092383801680181,0.25186931082726405,0.10768967496532678,0.3774242427593085,0.35555104264568005,0.00448969182691428,0.0021767194116591526,1278,726,True,2,2,2,0.6751999855041504,2759.614571094513
4,3,3,277,266,374,318,328,306,3,3,6,3,6,6,relu,softmax,0.396516963591959,0.24094062270930391,0.1769255108726262,0.3673688323094403,0.24732038489607358,0.27975269056317337,0.12870061312846381,0.004552171856543582,0.001364725188955058,557,1395,True,2,2,2,0.5002999901771545,1614.8392255306244
3,3,3,328,336,267,317,296,271,4,4,3,5,4,5,relu,softmax,0.10800794757605629,0.23976151867230264,0.11730498537506315,0.15592162422043332,0.2681526202233919,0.3598566745796743,0.36484170375654545,0.005336234875355262,0.002538856093547518,1338,804,True,2,2,2,0.7339000105857849,3041.6296145915985
4,4,3,299,392,366,266,385,354,6,6,4,4,4,3,relu,softmax,0.27763216404131286,0.2052259644248065,0.16446893007226956,0.13493882466748963,0.36393008137286964,0.2320938927255717,0.287562496522879,0.007318475694561913,0.0023883550385853346,1050,1296,True,2,2,2,0.6991999745368958,3095.618622303009
2,3,3,326,378,252,322,273,377,6,3,5,5,5,5,relu,softmax,0.3659308166066172,0.19061465964680208,0.31418662697261557,0.2836141238973267,0.22815434872251156,0.17170769104110079,0.21070440980378366,0.004894809085675005,0.0008572198354806679,1173,599,True,2,2,2,0.6886000037193298,3532.6901404857635
3,4,2,253,292,286,310,364,310,5,6,4,6,5,4,relu,softmax,0.21487492219893223,0.3832671023421361,0.2768516152526277,0.20335055654273854,0.287700154189478,0.37312332687343486,0.18219718014177705,0.006357935332295762,0.0020450812104528433,1442,658,True,2,2,2,0.7271999716758728,1389.492104291916
4,3,2,375,335,328,255,373,386,5,6,6,3,6,4,relu,softmax,0.24137100618749432,0.36290563390815755,0.23313845229391866,0.18547258691252955,0.36880465688848674,0.358469285274987,0.1492119841229239,0.0040936514603021,0.0013128686155778756,1445,1189,True,2,2,2,0.727400004863739,2226.5104253292084
2,2,3,362,369,365,300,293,330,4,6,6,4,3,6,relu,softmax,0.325547916527876,0.23490690201080194,0.2838566084695957,0.3064854011104024,0.2538209410855676,0.24269529533549103,0.29352923369279604,0.005636286868498321,0.001335197238834544,836,816,True,2,2,2,0.6574000120162964,4867.921482086182
3,4,3,394,329,292,333,279,271,5,3,3,4,5,6,relu,softmax,0.1077883055061763,0.12699566690488623,0.18596421956614512,0.39167794052251326,0.2675548459482475,0.21197851960878067,0.366614828383824,0.005958009404607777,0.002081787810752479,1391,1140,True,2,2,2,0.7506999969482422,2015.8029282093048
4,2,3,381,322,263,285,393,317,6,6,5,5,5,6,relu,softmax,0.12330172398185159,0.37900201594994987,0.312141255380706,0.19891365262426108,0.21722510431272798,0.3222428094198233,0.28044133026436224,0.007358863631811149,0.0006266133161093158,1277,701,True,2,2,2,0.7993999719619751,5035.299245357513
